"Municipality","Cases","Population","Year"
"Askersund",0,11119,2014
"Avesta",0,22022,2014
"Bengtsfors",0,9556,2014
"Berg",0,7067,2014
"Bjurholm",0,2451,2014
"Bjuv",1,14894,2014
"Boden",2,27887,2014
"Bollebygd",1,8652,2014
"Bollnäs",0,26394,2014
"Borgholm",0,10681,2014
"Borlänge",1,50715,2014
"Borås",6,107022,2014
"Botkyrka",1,88901,2014
"Boxholm",0,5322,2014
"Bromölla",0,12400,2014
"Bräcke",0,6463,2014
"Burlöv",0,17211,2014
"Båstad",0,14419,2014
"Dals-Ed",0,4764,2014
"Danderyd",0,32295,2014
"Degerfors",0,9531,2014
"Dorotea",0,2757,2014
"Eda",0,8453,2014
"Ekerö",0,26698,2014
"Eksjö",0,16598,2014
"Emmaboda",0,9009,2014
"Enköping",2,41163,2014
"Eskilstuna",2,100923,2014
"Eslöv",4,32179,2014
"Essunga",0,5538,2014
"Fagersta",0,13133,2014
"Falkenberg",1,42433,2014
"Falköping",0,32185,2014
"Falun",0,56896,2014
"Filipstad",0,10613,2014
"Finspång",1,21150,2014
"Flen",0,16242,2014
"Forshaga",0,11379,2014
"Färgelanda",0,6502,2014
"Gagnef",0,10024,2014
"Gislaved",0,28737,2014
"Gnesta",0,10513,2014
"Gnosjö",0,9509,2014
"Gotland",1,57255,2014
"Grums",0,8958,2014
"Grästorp",0,5630,2014
"Gullspång",0,5240,2014
"Gällivare",0,18231,2014
"Gävle",0,98314,2014
"Göteborg",20,541145,2014
"Götene",0,13080,2014
"Habo",0,11110,2014
"Hagfors",0,11921,2014
"Hallsberg",0,15315,2014
"Hallstahammar",0,15596,2014
"Halmstad",6,95532,2014
"Hammarö",0,15256,2014
"Haninge",3,82407,2014
"Haparanda",0,9776,2014
"Heby",0,13490,2014
"Hedemora",0,15085,2014
"Helsingborg",7,135344,2014
"Herrljunga",0,9376,2014
"Hjo",0,8885,2014
"Hofors",0,9431,2014
"Huddinge",0,104185,2014
"Hudiksvall",0,36924,2014
"Hultsfred",0,13738,2014
"Hylte",0,10278,2014
"Håbo",0,20034,2014
"Hällefors",0,6936,2014
"Härjedalen",0,10224,2014
"Härnösand",0,24755,2014
"Härryda",0,36291,2014
"Hässleholm",0,50565,2014
"Höganäs",0,25298,2014
"Högsby",0,5782,2014
"Hörby",0,14927,2014
"Höör",1,15770,2014
"Jokkmokk",0,5086,2014
"Järfälla",2,70701,2014
"Jönköping",1,132140,2014
"Kalix",0,16307,2014
"Kalmar",1,64676,2014
"Karlsborg",0,6786,2014
"Karlshamn",0,31598,2014
"Karlskoga",0,30054,2014
"Karlskrona",2,64348,2014
"Karlstad",1,88350,2014
"Katrineholm",3,33268,2014
"Kil",0,11885,2014
"Kinda",0,9795,2014
"Kiruna",0,23241,2014
"Klippan",0,16733,2014
"Knivsta",1,16105,2014
"Kramfors",0,18435,2014
"Kristianstad",0,81826,2014
"Kristinehamn",0,24114,2014
"Krokom",0,14648,2014
"Kumla",0,21016,2014
"Kungsbacka",1,78219,2014
"Kungsör",0,8269,2014
"Kungälv",3,42334,2014
"Kävlinge",0,29808,2014
"Köping",2,25376,2014
"Laholm",0,23781,2014
"Landskrona",0,43574,2014
"Laxå",0,5664,2014
"Lekeberg",0,7363,2014
"Leksand",0,15252,2014
"Lerum",2,39771,2014
"Lessebo",0,8256,2014
"Lidingö",0,45465,2014
"Lidköping",2,38761,2014
"Lilla Edet",0,13031,2014
"Lindesberg",0,23269,2014
"Linköping",2,151881,2014
"Ljungby",0,27522,2014
"Ljusdal",0,18949,2014
"Ljusnarsberg",0,4913,2014
"Lomma",0,22946,2014
"Ludvika",0,26030,2014
"Luleå",0,75966,2014
"Lund",3,115968,2014
"Lycksele",0,12208,2014
"Lysekil",0,14299,2014
"Malmö",14,318107,2014
"Malung-Sälen",0,9969,2014
"Malå",0,3115,2014
"Mariestad",0,23921,2014
"Mark",1,33887,2014
"Markaryd",0,9549,2014
"Mellerud",0,8936,2014
"Mjölby",0,26428,2014
"Mora",0,20006,2014
"Motala",0,42556,2014
"Mullsjö",0,7109,2014
"Munkedal",0,10243,2014
"Munkfors",0,3656,2014
"Mölndal",1,62927,2014
"Mönsterås",0,13057,2014
"Mörbylånga",0,14498,2014
"Nacka",2,96217,2014
"Nora",0,10352,2014
"Norberg",0,5719,2014
"Nordanstig",0,9493,2014
"Nordmaling",0,7085,2014
"Norrköping",1,135283,2014
"Norrtälje",0,57568,2014
"Norsjö",0,4180,2014
"Nybro",0,19714,2014
"Nykvarn",0,9815,2014
"Nyköping",1,53508,2014
"Nynäshamn",0,27041,2014
"Nässjö",1,29907,2014
"Ockelbo",0,5765,2014
"Olofström",0,13031,2014
"Orsa",0,6812,2014
"Orust",0,15054,2014
"Osby",0,12828,2014
"Oskarshamn",0,26301,2014
"Ovanåker",0,11432,2014
"Oxelösund",0,11551,2014
"Pajala",0,6303,2014
"Partille",3,36528,2014
"Perstorp",0,7174,2014
"Piteå",0,41508,2014
"Ragunda",0,5440,2014
"Robertsfors",0,6724,2014
"Ronneby",1,28221,2014
"Rättvik",0,10748,2014
"Sala",0,21925,2014
"Salem",0,16140,2014
"Sandviken",1,37833,2014
"Sigtuna",1,44085,2014
"Simrishamn",0,18905,2014
"Sjöbo",0,18415,2014
"Skara",0,18747,2014
"Skellefteå",0,72024,2014
"Skinnskatteberg",0,4434,2014
"Skurup",0,15167,2014
"Skövde",0,53134,2014
"Smedjebacken",0,10712,2014
"Sollefteå",0,19776,2014
"Sollentuna",0,69325,2014
"Solna",0,74041,2014
"Sorsele",0,2565,2014
"Sotenäs",0,8931,2014
"Staffanstorp",0,22994,2014
"Stenungsund",0,25275,2014
"Stockholm",9,911989,2014
"Storfors",1,4106,2014
"Storuman",0,5955,2014
"Strängnäs",0,33878,2014
"Strömstad",0,12694,2014
"Strömsund",0,11873,2014
"Sundbyberg",0,44090,2014
"Sundsvall",1,97338,2014
"Sunne",0,13099,2014
"Surahammar",0,9918,2014
"Svalöv",0,13460,2014
"Svedala",1,20248,2014
"Svenljunga",0,10365,2014
"Säffle",0,15334,2014
"Säter",0,10886,2014
"Sävsjö",1,11100,2014
"Söderhamn",0,25456,2014
"Söderköping",0,14268,2014
"Södertälje",1,92235,2014
"Sölvesborg",0,16959,2014
"Tanum",0,12346,2014
"Tibro",0,10864,2014
"Tidaholm",0,12617,2014
"Tierp",0,20245,2014
"Timrå",2,18025,2014
"Tingsryd",0,12198,2014
"Tjörn",0,15135,2014
"Tomelilla",1,13007,2014
"Torsby",0,11992,2014
"Torsås",0,6925,2014
"Tranemo",0,11640,2014
"Tranås",0,18416,2014
"Trelleborg",0,42973,2014
"Trollhättan",0,56929,2014
"Trosa",0,11864,2014
"Tyresö",0,45390,2014
"Täby",0,67334,2014
"Töreboda",0,9072,2014
"Uddevalla",0,53517,2014
"Ulricehamn",0,23244,2014
"Umeå",2,119613,2014
"Upplands-Bro",0,25287,2014
"Upplands Väsby",1,41816,2014
"Uppsala",2,207362,2014
"Uppvidinge",0,9222,2014
"Vadstena",0,7393,2014
"Vaggeryd",0,13229,2014
"Valdemarsvik",1,7657,2014
"Vallentuna",1,31969,2014
"Vansbro",0,6694,2014
"Vara",1,15597,2014
"Varberg",0,60422,2014
"Vaxholm",0,11329,2014
"Vellinge",0,34110,2014
"Vetlanda",0,26647,2014
"Vilhelmina",0,6848,2014
"Vimmerby",0,15297,2014
"Vindeln",1,5383,2014
"Vingåker",0,8919,2014
"Vårgårda",0,11089,2014
"Vänersborg",1,37890,2014
"Vännäs",0,8616,2014
"Värmdö",0,40541,2014
"Värnamo",1,33334,2014
"Västervik",0,35920,2014
"Västerås",3,143702,2014
"Växjö",3,86970,2014
"Ydre",0,3660,2014
"Ystad",0,28771,2014
"Åmål",0,12326,2014
"Ånge",0,9484,2014
"Åre",0,10555,2014
"Årjäng",0,9804,2014
"Åsele",0,2838,2014
"Åstorp",0,15061,2014
"Åtvidaberg",0,11472,2014
"Älmhult",1,15908,2014
"Älvdalen",0,7052,2014
"Älvkarleby",0,9169,2014
"Älvsbyn",0,8171,2014
"Ängelholm",1,40229,2014
"Öckerö",1,12645,2014
"Ödeshög",0,5240,2014
"Örebro",15,142618,2014
"Örkelljunga",0,9733,2014
"Örnsköldsvik",0,55248,2014
"Östersund",0,60495,2014
"Österåker",0,41180,2014
"Östhammar",0,21374,2014
"Östra Göinge",0,13864,2014
"Överkalix",0,3409,2014
"Övertorneå",0,4711,2014
