"Municipality" "Cases" "Population" "Year"
"4232" "Ronneby" 0 27788 2012
"4233" "Rättvik" 0 10799 2012
"4234" "Sala" 0 21596 2012
"4235" "Salem" 0 15881 2012
"4236" "Sandviken" 0 37089 2012
"4237" "Sigtuna" 2 42272 2012
"4238" "Simrishamn" 0 18997 2012
"4239" "Sjöbo" 0 18290 2012
"4240" "Skara" 0 18281 2012
"4241" "Skellefteå" 1 71774 2012
"4242" "Skinnskatteberg" 0 4392 2012
"4243" "Skurup" 0 14955 2012
"4244" "Skövde" 0 52212 2012
"4245" "Smedjebacken" 0 10650 2012
"4246" "Sollefteå" 1 19736 2012
"4247" "Sollentuna" 0 66859 2012
"4248" "Solna" 3 71293 2012
"4249" "Sorsele" 0 2673 2012
"4250" "Sotenäs" 0 9004 2012
"4251" "Staffanstorp" 0 22534 2012
"4252" "Stenungsund" 0 24868 2012
"4253" "Stockholm" 12 881235 2012
"4254" "Storfors" 0 4150 2012
"4255" "Storuman" 0 6006 2012
"4256" "Strängnäs" 2 33072 2012
"4257" "Strömstad" 1 12295 2012
"4258" "Strömsund" 0 12138 2012
"4259" "Sundbyberg" 1 40793 2012
"4260" "Sundsvall" 0 96687 2012
"4261" "Sunne" 0 13102 2012
"4262" "Surahammar" 0 9890 2012
"4263" "Svalöv" 0 13275 2012
"4264" "Svedala" 1 19971 2012
"4265" "Svenljunga" 0 10239 2012
"4266" "Säffle" 0 15308 2012
"4267" "Säter" 0 10851 2012
"4268" "Sävsjö" 1 10844 2012
"4269" "Söderhamn" 0 25223 2012
"4270" "Söderköping" 0 14143 2012
"4271" "Södertälje" 0 89473 2012
"4272" "Sölvesborg" 0 16808 2012
"4273" "Tanum" 0 12270 2012
"4274" "Tibro" 0 10673 2012
"4275" "Tidaholm" 0 12556 2012
"4276" "Tierp" 0 20156 2012
"4277" "Timrå" 1 17997 2012
"4278" "Tingsryd" 0 12141 2012
"4279" "Tjörn" 0 14974 2012
"4280" "Tomelilla" 1 12917 2012
"4281" "Torsby" 0 12219 2012
"4282" "Torsås" 0 6858 2012
"4283" "Tranemo" 0 11573 2012
"4284" "Tranås" 0 18145 2012
"4285" "Trelleborg" 0 42605 2012
"4286" "Trollhättan" 1 55749 2012
"4287" "Trosa" 0 11529 2012
"4288" "Tyresö" 0 43764 2012
"4289" "Täby" 1 65364 2012
"4290" "Töreboda" 0 9009 2012
"4291" "Uddevalla" 0 52530 2012
"4292" "Ulricehamn" 0 23015 2012
"4293" "Umeå" 0 117294 2012
"4294" "Upplands-Bro" 0 24353 2012
"4295" "Upplands Väsby" 0 40723 2012
"4296" "Uppsala" 3 202625 2012
"4297" "Uppvidinge" 0 9276 2012
"4298" "Vadstena" 0 7338 2012
"4299" "Vaggeryd" 1 13148 2012
"4300" "Valdemarsvik" 0 7597 2012
"4301" "Vallentuna" 0 31215 2012
"4302" "Vansbro" 0 6779 2012
"4303" "Vara" 0 15557 2012
"4304" "Varberg" 0 59186 2012
"4305" "Vaxholm" 0 11126 2012
"4306" "Vellinge" 0 33615 2012
"4307" "Vetlanda" 0 26297 2012
"4308" "Vilhelmina" 0 6941 2012
"4309" "Vimmerby" 0 15403 2012
"4310" "Vindeln" 0 5359 2012
"4311" "Vingåker" 0 8775 2012
"4312" "Vårgårda" 0 11030 2012
"4313" "Vänersborg" 0 36968 2012
"4314" "Vännäs" 0 8522 2012
"4315" "Värmdö" 0 39387 2012
"4316" "Värnamo" 1 33012 2012
"4317" "Västervik" 0 35892 2012
"4318" "Västerås" 6 140499 2012
"4319" "Växjö" 2 84800 2012
"4320" "Ydre" 0 3612 2012
"4321" "Ystad" 0 28558 2012
"4322" "Åmål" 0 12211 2012
"4323" "Ånge" 0 9639 2012
"4324" "Åre" 0 10406 2012
"4325" "Årjäng" 0 9864 2012
"4326" "Åsele" 0 2958 2012
"4327" "Åstorp" 0 14806 2012
"4328" "Åtvidaberg" 0 11446 2012
"4329" "Älmhult" 0 15724 2012
"4330" "Älvdalen" 0 7139 2012
"4331" "Älvkarleby" 0 9059 2012
"4332" "Älvsbyn" 0 8200 2012
"4333" "Ängelholm" 0 39742 2012
"4334" "Öckerö" 0 12539 2012
"4335" "Ödeshög" 0 5200 2012
"4336" "Örebro" 5 138952 2012
"4337" "Örkelljunga" 0 9655 2012
"4338" "Örnsköldsvik" 0 55008 2012
"4339" "Östersund" 0 59485 2012
"4340" "Österåker" 0 40269 2012
"4341" "Östhammar" 0 21262 2012
"4342" "Östra Göinge" 0 13620 2012
"4343" "Överkalix" 0 3497 2012
"4344" "Övertorneå" 1 4772 2012
"4345" "Ale" 1 28074 2013
"4346" "Alingsås" 0 38619 2013
"4347" "Alvesta" 1 19280 2013
"4348" "Aneby" 0 6375 2013
"4349" "Arboga" 0 13493 2013
"4350" "Arjeplog" 0 2980 2013
"4351" "Arvidsjaur" 0 6471 2013
"4352" "Arvika" 0 25817 2013
"4353" "Askersund" 0 11096 2013
"4354" "Avesta" 0 21582 2013
"4355" "Bengtsfors" 1 9550 2013
"4356" "Berg" 0 7160 2013
"4357" "Bjurholm" 0 2436 2013
"4358" "Bjuv" 0 14801 2013
"4359" "Boden" 0 27838 2013
"4360" "Bollebygd" 0 8562 2013
"4361" "Bollnäs" 0 26141 2013
"4362" "Borgholm" 0 10619 2013
"4363" "Borlänge" 4 50023 2013
"4364" "Borås" 6 105995 2013
"4365" "Botkyrka" 4 87580 2013
"4366" "Boxholm" 0 5278 2013
"4367" "Bromölla" 0 12336 2013
"4368" "Bräcke" 0 6559 2013
"4369" "Burlöv" 1 17114 2013
"4370" "Båstad" 1 14275 2013
"4371" "Dals-Ed" 0 4740 2013
"4372" "Danderyd" 0 32222 2013
"4373" "Degerfors" 1 9500 2013
"4374" "Dorotea" 0 2757 2013
"4375" "Eda" 0 8426 2013
"4376" "Ekerö" 0 26355 2013
"4377" "Eksjö" 0 16464 2013
"4378" "Emmaboda" 0 8964 2013
"4379" "Enköping" 0 40656 2013
"4380" "Eskilstuna" 2 99729 2013
"4381" "Eslöv" 0 31920 2013
"4382" "Essunga" 0 5494 2013
"4383" "Fagersta" 0 12872 2013
"4384" "Falkenberg" 1 41912 2013
"4385" "Falköping" 0 31988 2013
"4386" "Falun" 0 56767 2013
"4387" "Filipstad" 0 10563 2013
"4388" "Finspång" 0 20903 2013
"4389" "Flen" 0 16156 2013
"4390" "Forshaga" 0 11292 2013
"4391" "Färgelanda" 0 6520 2013
"4392" "Gagnef" 0 10023 2013
"4393" "Gislaved" 0 28713 2013
"4394" "Gnesta" 0 10409 2013
"4395" "Gnosjö" 0 9406 2013
"4396" "Gotland" 1 57161 2013
"4397" "Grums" 0 8925 2013
"4398" "Grästorp" 0 5641 2013
"4399" "Gullspång" 0 5185 2013
"4400" "Gällivare" 0 18339 2013
"4401" "Gävle" 2 97236 2013
"4402" "Göteborg" 21 533271 2013
"4403" "Götene" 0 13028 2013
"4404" "Habo" 0 10975 2013
"4405" "Hagfors" 0 12071 2013
"4406" "Hallsberg" 1 15267 2013
"4407" "Hallstahammar" 1 15524 2013
"4408" "Halmstad" 5 94084 2013
"4409" "Hammarö" 0 15136 2013
"4410" "Haninge" 1 80932 2013
"4411" "Haparanda" 1 9886 2013
"4412" "Heby" 0 13450 2013
"4413" "Hedemora" 0 15021 2013
"4414" "Helsingborg" 2 132989 2013
"4415" "Herrljunga" 0 9274 2013
"4416" "Hjo" 0 8805 2013
"4417" "Hofors" 0 9511 2013
"4418" "Huddinge" 1 102557 2013
"4419" "Hudiksvall" 0 36829 2013
"4420" "Hultsfred" 0 13635 2013
"4421" "Hylte" 0 10001 2013
"4422" "Håbo" 0 19968 2013
"4423" "Hällefors" 0 6982 2013
"4424" "Härjedalen" 0 10281 2013
"4425" "Härnösand" 0 24509 2013
"4426" "Härryda" 0 35732 2013
"4427" "Hässleholm" 3 50227 2013
"4428" "Höganäs" 0 25084 2013
"4429" "Högsby" 0 5718 2013
"4430" "Hörby" 1 14917 2013
"4431" "Höör" 1 15637 2013
"4432" "Jokkmokk" 0 5066 2013
"4433" "Järfälla" 5 69167 2013
"4434" "Jönköping" 5 130798 2013
"4435" "Kalix" 1 16387 2013
"4436" "Kalmar" 2 63887 2013
"4437" "Karlsborg" 0 6757 2013
"4438" "Karlshamn" 0 31272 2013
"4439" "Karlskoga" 0 29728 2013
"4440" "Karlskrona" 2 63912 2013
"4441" "Karlstad" 3 87786 2013
"4442" "Katrineholm" 0 32930 2013
"4443" "Kil" 0 11810 2013
"4444" "Kinda" 0 9802 2013
"4445" "Kiruna" 0 23196 2013
"4446" "Klippan" 1 16715 2013
"4447" "Knivsta" 0 15580 2013
"4448" "Kramfors" 0 18450 2013
"4449" "Kristianstad" 1 81009 2013
"4450" "Kristinehamn" 0 23949 2013
"4451" "Krokom" 0 14643 2013
"4452" "Kumla" 1 20904 2013
"4453" "Kungsbacka" 0 77390 2013
"4454" "Kungsör" 0 8175 2013
"4455" "Kungälv" 0 42109 2013
"4456" "Kävlinge" 0 29600 2013
"4457" "Köping" 2 25237 2013
"4458" "Laholm" 0 23517 2013
"4459" "Landskrona" 3 43073 2013
"4460" "Laxå" 0 5580 2013
"4461" "Lekeberg" 0 7289 2013
"4462" "Leksand" 0 15157 2013
"4463" "Lerum" 0 39319 2013
"4464" "Lessebo" 0 8059 2013
"4465" "Lidingö" 0 45178 2013
"4466" "Lidköping" 0 38414 2013
"4467" "Lilla Edet" 0 12829 2013
"4468" "Lindesberg" 0 23176 2013
"4469" "Linköping" 11 150202 2013
"4470" "Ljungby" 1 27277 2013
"4471" "Ljusdal" 0 18931 2013
"4472" "Ljusnarsberg" 0 4875 2013
"4473" "Lomma" 0 22496 2013
"4474" "Ludvika" 1 25712 2013
"4475" "Luleå" 1 75383 2013
"4476" "Lund" 0 114291 2013
"4477" "Lycksele" 0 12270 2013
"4478" "Lysekil" 0 14369 2013
"4479" "Malmö" 6 312994 2013
"4480" "Malung-Sälen" 0 10061 2013
"4481" "Malå" 0 3155 2013
"4482" "Mariestad" 0 23870 2013
"4483" "Mark" 1 33753 2013
"4484" "Markaryd" 0 9515 2013
"4485" "Mellerud" 0 8892 2013
"4486" "Mjölby" 0 26313 2013
"4487" "Mora" 0 19998 2013
"4488" "Motala" 0 42187 2013
"4489" "Mullsjö" 0 7039 2013
"4490" "Munkedal" 0 10205 2013
"4491" "Munkfors" 0 3656 2013
"4492" "Mölndal" 2 61978 2013
"4493" "Mönsterås" 0 12949 2013
"4494" "Mörbylånga" 0 14368 2013
"4495" "Nacka" 1 94423 2013
"4496" "Nora" 0 10399 2013
"4497" "Norberg" 1 5608 2013
"4498" "Nordanstig" 0 9491 2013
"4499" "Nordmaling" 0 7006 2013
"4500" "Norrköping" 4 133749 2013
"4501" "Norrtälje" 0 56845 2013
"4502" "Norsjö" 0 4175 2013
"4503" "Nybro" 0 19489 2013
"4504" "Nykvarn" 0 9523 2013
"4505" "Nyköping" 1 53038 2013
"4506" "Nynäshamn" 1 26796 2013
"4507" "Nässjö" 0 29516 2013
"4508" "Ockelbo" 0 5785 2013
"4509" "Olofström" 0 12902 2013
"4510" "Orsa" 0 6849 2013
"4511" "Orust" 0 15036 2013
"4512" "Osby" 0 12713 2013
"4513" "Oskarshamn" 0 26212 2013
"4514" "Ovanåker" 0 11354 2013
"4515" "Oxelösund" 0 11403 2013
"4516" "Pajala" 0 6299 2013
"4517" "Partille" 0 36147 2013
"4518" "Perstorp" 0 7139 2013
"4519" "Piteå" 0 41278 2013
"4520" "Ragunda" 0 5458 2013
"4521" "Robertsfors" 0 6738 2013
"4522" "Ronneby" 0 27871 2013
"4523" "Rättvik" 0 10766 2013
"4524" "Sala" 0 21769 2013
"4525" "Salem" 1 16001 2013
"4526" "Sandviken" 3 37250 2013
"4527" "Sigtuna" 1 43372 2013
"4528" "Simrishamn" 0 18951 2013
"4529" "Sjöbo" 0 18401 2013
"4530" "Skara" 0 18580 2013
"4531" "Skellefteå" 0 71988 2013
"4532" "Skinnskatteberg" 0 4411 2013
"4533" "Skurup" 0 15025 2013
"4534" "Skövde" 0 52859 2013
"4535" "Smedjebacken" 0 10691 2013
"4536" "Sollefteå" 2 19623 2013
"4537" "Sollentuna" 2 68145 2013
"4538" "Solna" 2 72740 2013
"4539" "Sorsele" 0 2595 2013
"4540" "Sotenäs" 0 8928 2013
"4541" "Staffanstorp" 1 22672 2013
"4542" "Stenungsund" 0 24932 2013
"4543" "Stockholm" 12 897700 2013
"4544" "Storfors" 0 4131 2013
"4545" "Storuman" 0 5954 2013
"4546" "Strängnäs" 2 33389 2013
"4547" "Strömstad" 0 12480 2013
"4548" "Strömsund" 0 11984 2013
"4549" "Sundbyberg" 2 42626 2013
"4550" "Sundsvall" 1 96978 2013
"4551" "Sunne" 0 13011 2013
"4552" "Surahammar" 0 9834 2013
"4553" "Svalöv" 0 13332 2013
"4554" "Svedala" 2 20067 2013
"4555" "Svenljunga" 0 10299 2013
"4556" "Säffle" 0 15276 2013
"4557" "Säter" 0 10873 2013
"4558" "Sävsjö" 1 10969 2013
"4559" "Söderhamn" 0 25442 2013
"4560" "Söderköping" 0 14195 2013
"4561" "Södertälje" 1 91072 2013
"4562" "Sölvesborg" 0 16800 2013
"4563" "Tanum" 0 12303 2013
"4564" "Tibro" 0 10754 2013
"4565" "Tidaholm" 0 12565 2013
"4566" "Tierp" 0 20144 2013
"4567" "Timrå" 0 18062 2013
"4568" "Tingsryd" 0 12156 2013
"4569" "Tjörn" 0 15050 2013
"4570" "Tomelilla" 0 12891 2013
"4571" "Torsby" 0 12013 2013
"4572" "Torsås" 0 6879 2013
"4573" "Tranemo" 0 11531 2013
"4574" "Tranås" 0 18197 2013
"4575" "Trelleborg" 0 42837 2013
"4576" "Trollhättan" 2 56573 2013
"4577" "Trosa" 0 11680 2013
"4578" "Tyresö" 0 44281 2013
"4579" "Täby" 1 66292 2013
"4580" "Töreboda" 0 8992 2013
"4581" "Uddevalla" 2 53025 2013
"4582" "Ulricehamn" 1 23211 2013
"4583" "Umeå" 0 118349 2013
"4584" "Upplands-Bro" 0 24703 2013
"4585" "Upplands Väsby" 1 41449 2013
"4586" "Uppsala" 7 205199 2013
"4587" "Uppvidinge" 0 9288 2013
"4588" "Vadstena" 0 7383 2013
"4589" "Vaggeryd" 0 13209 2013
"4590" "Valdemarsvik" 0 7585 2013
"4591" "Vallentuna" 0 31616 2013
"4592" "Vansbro" 0 6730 2013
"4593" "Vara" 0 15609 2013
"4594" "Varberg" 1 59936 2013
"4595" "Vaxholm" 0 11188 2013
"4596" "Vellinge" 0 33807 2013
"4597" "Vetlanda" 1 26419 2013
"4598" "Vilhelmina" 0 6887 2013
"4599" "Vimmerby" 0 15287 2013
"4600" "Vindeln" 0 5344 2013
"4601" "Vingåker" 0 8835 2013
"4602" "Vårgårda" 0 11065 2013
"4603" "Vänersborg" 0 37369 2013
"4604" "Vännäs" 0 8583 2013
"4605" "Värmdö" 0 39784 2013
"4606" "Värnamo" 0 33155 2013
"4607" "Västervik" 0 35867 2013
"4608" "Västerås" 1 142131 2013
"4609" "Växjö" 1 85822 2013
"4610" "Ydre" 0 3617 2013
"4611" "Ystad" 0 28623 2013
"4612" "Åmål" 1 12229 2013
"4613" "Ånge" 0 9548 2013
"4614" "Åre" 0 10420 2013
"4615" "Årjäng" 0 9953 2013
"4616" "Åsele" 0 2875 2013
"4617" "Åstorp" 0 14927 2013
"4618" "Åtvidaberg" 0 11460 2013
"4619" "Älmhult" 3 15759 2013
"4620" "Älvdalen" 0 7096 2013
"4621" "Älvkarleby" 0 9132 2013
"4622" "Älvsbyn" 0 8168 2013
"4623" "Ängelholm" 0 39866 2013
"4624" "Öckerö" 1 12574 2013
"4625" "Ödeshög" 0 5174 2013
"4626" "Örebro" 7 140599 2013
"4627" "Örkelljunga" 0 9653 2013
"4628" "Örnsköldsvik" 0 54986 2013
"4629" "Östersund" 1 59956 2013
"4630" "Österåker" 0 40495 2013
"4631" "Östhammar" 0 21352 2013
"4632" "Östra Göinge" 0 13687 2013
"4633" "Överkalix" 0 3436 2013
"4634" "Övertorneå" 0 4709 2013
"4635" "Ale" 0 28423 2014
"4636" "Alingsås" 0 39188 2014
"4637" "Alvesta" 1 19503 2014
"4638" "Aneby" 0 6426 2014
"4639" "Arboga" 1 13631 2014
"4640" "Arjeplog" 0 2907 2014
"4641" "Arvidsjaur" 0 6484 2014
"4642" "Arvika" 0 25771 2014
"4643" "Askersund" 0 11119 2014
"4644" "Avesta" 0 22022 2014
"4645" "Bengtsfors" 0 9556 2014
"4646" "Berg" 0 7067 2014
"4647" "Bjurholm" 0 2451 2014
"4648" "Bjuv" 1 14894 2014
"4649" "Boden" 2 27887 2014
"4650" "Bollebygd" 1 8652 2014
"4651" "Bollnäs" 0 26394 2014
"4652" "Borgholm" 0 10681 2014
"4653" "Borlänge" 1 50715 2014
"4654" "Borås" 6 107022 2014
"4655" "Botkyrka" 1 88901 2014
"4656" "Boxholm" 0 5322 2014
"4657" "Bromölla" 0 12400 2014
"4658" "Bräcke" 0 6463 2014
"4659" "Burlöv" 0 17211 2014
"4660" "Båstad" 0 14419 2014
"4661" "Dals-Ed" 0 4764 2014
"4662" "Danderyd" 0 32295 2014
"4663" "Degerfors" 0 9531 2014
"4664" "Dorotea" 0 2757 2014
"4665" "Eda" 0 8453 2014
"4666" "Ekerö" 0 26698 2014
"4667" "Eksjö" 0 16598 2014
"4668" "Emmaboda" 0 9009 2014
"4669" "Enköping" 2 41163 2014
"4670" "Eskilstuna" 2 100923 2014
"4671" "Eslöv" 4 32179 2014
"4672" "Essunga" 0 5538 2014
"4673" "Fagersta" 0 13133 2014
"4674" "Falkenberg" 1 42433 2014
"4675" "Falköping" 0 32185 2014
"4676" "Falun" 0 56896 2014
"4677" "Filipstad" 0 10613 2014
"4678" "Finspång" 1 21150 2014
"4679" "Flen" 0 16242 2014
"4680" "Forshaga" 0 11379 2014
"4681" "Färgelanda" 0 6502 2014
"4682" "Gagnef" 0 10024 2014
"4683" "Gislaved" 0 28737 2014
"4684" "Gnesta" 0 10513 2014
"4685" "Gnosjö" 0 9509 2014
"4686" "Gotland" 1 57255 2014
"4687" "Grums" 0 8958 2014
"4688" "Grästorp" 0 5630 2014
"4689" "Gullspång" 0 5240 2014
"4690" "Gällivare" 0 18231 2014
"4691" "Gävle" 0 98314 2014
"4692" "Göteborg" 20 541145 2014
"4693" "Götene" 0 13080 2014
"4694" "Habo" 0 11110 2014
"4695" "Hagfors" 0 11921 2014
"4696" "Hallsberg" 0 15315 2014
"4697" "Hallstahammar" 0 15596 2014
"4698" "Halmstad" 6 95532 2014
"4699" "Hammarö" 0 15256 2014
"4700" "Haninge" 3 82407 2014
"4701" "Haparanda" 0 9776 2014
"4702" "Heby" 0 13490 2014
"4703" "Hedemora" 0 15085 2014
"4704" "Helsingborg" 7 135344 2014
"4705" "Herrljunga" 0 9376 2014
"4706" "Hjo" 0 8885 2014
"4707" "Hofors" 0 9431 2014
"4708" "Huddinge" 0 104185 2014
"4709" "Hudiksvall" 0 36924 2014
"4710" "Hultsfred" 0 13738 2014
"4711" "Hylte" 0 10278 2014
"4712" "Håbo" 0 20034 2014
"4713" "Hällefors" 0 6936 2014
"4714" "Härjedalen" 0 10224 2014
"4715" "Härnösand" 0 24755 2014
"4716" "Härryda" 0 36291 2014
"4717" "Hässleholm" 0 50565 2014
"4718" "Höganäs" 0 25298 2014
"4719" "Högsby" 0 5782 2014
"4720" "Hörby" 0 14927 2014
"4721" "Höör" 1 15770 2014
"4722" "Jokkmokk" 0 5086 2014
"4723" "Järfälla" 2 70701 2014
"4724" "Jönköping" 1 132140 2014
"4725" "Kalix" 0 16307 2014
"4726" "Kalmar" 1 64676 2014
"4727" "Karlsborg" 0 6786 2014
"4728" "Karlshamn" 0 31598 2014
"4729" "Karlskoga" 0 30054 2014
"4730" "Karlskrona" 2 64348 2014
"4731" "Karlstad" 1 88350 2014
"4732" "Katrineholm" 3 33268 2014
"4733" "Kil" 0 11885 2014
"4734" "Kinda" 0 9795 2014
"4735" "Kiruna" 0 23241 2014
"4736" "Klippan" 0 16733 2014
"4737" "Knivsta" 1 16105 2014
"4738" "Kramfors" 0 18435 2014
"4739" "Kristianstad" 0 81826 2014
"4740" "Kristinehamn" 0 24114 2014
"4741" "Krokom" 0 14648 2014
"4742" "Kumla" 0 21016 2014
"4743" "Kungsbacka" 1 78219 2014
"4744" "Kungsör" 0 8269 2014
"4745" "Kungälv" 3 42334 2014
"4746" "Kävlinge" 0 29808 2014
"4747" "Köping" 2 25376 2014
"4748" "Laholm" 0 23781 2014
"4749" "Landskrona" 0 43574 2014
"4750" "Laxå" 0 5664 2014
"4751" "Lekeberg" 0 7363 2014
"4752" "Leksand" 0 15252 2014
"4753" "Lerum" 2 39771 2014
"4754" "Lessebo" 0 8256 2014
"4755" "Lidingö" 0 45465 2014
"4756" "Lidköping" 2 38761 2014
"4757" "Lilla Edet" 0 13031 2014
"4758" "Lindesberg" 0 23269 2014
"4759" "Linköping" 2 151881 2014
"4760" "Ljungby" 0 27522 2014
"4761" "Ljusdal" 0 18949 2014
"4762" "Ljusnarsberg" 0 4913 2014
"4763" "Lomma" 0 22946 2014
"4764" "Ludvika" 0 26030 2014
"4765" "Luleå" 0 75966 2014
"4766" "Lund" 3 115968 2014
"4767" "Lycksele" 0 12208 2014
"4768" "Lysekil" 0 14299 2014
"4769" "Malmö" 14 318107 2014
"4770" "Malung-Sälen" 0 9969 2014
"4771" "Malå" 0 3115 2014
"4772" "Mariestad" 0 23921 2014
"4773" "Mark" 1 33887 2014
"4774" "Markaryd" 0 9549 2014
"4775" "Mellerud" 0 8936 2014
"4776" "Mjölby" 0 26428 2014
"4777" "Mora" 0 20006 2014
"4778" "Motala" 0 42556 2014
"4779" "Mullsjö" 0 7109 2014
"4780" "Munkedal" 0 10243 2014
"4781" "Munkfors" 0 3656 2014
"4782" "Mölndal" 1 62927 2014
"4783" "Mönsterås" 0 13057 2014
"4784" "Mörbylånga" 0 14498 2014
"4785" "Nacka" 2 96217 2014
"4786" "Nora" 0 10352 2014
"4787" "Norberg" 0 5719 2014
"4788" "Nordanstig" 0 9493 2014
"4789" "Nordmaling" 0 7085 2014
"4790" "Norrköping" 1 135283 2014
"4791" "Norrtälje" 0 57568 2014
"4792" "Norsjö" 0 4180 2014
"4793" "Nybro" 0 19714 2014
"4794" "Nykvarn" 0 9815 2014
"4795" "Nyköping" 1 53508 2014
"4796" "Nynäshamn" 0 27041 2014
"4797" "Nässjö" 1 29907 2014
"4798" "Ockelbo" 0 5765 2014
"4799" "Olofström" 0 13031 2014
"4800" "Orsa" 0 6812 2014
"4801" "Orust" 0 15054 2014
"4802" "Osby" 0 12828 2014
"4803" "Oskarshamn" 0 26301 2014
"4804" "Ovanåker" 0 11432 2014
"4805" "Oxelösund" 0 11551 2014
"4806" "Pajala" 0 6303 2014
"4807" "Partille" 3 36528 2014
"4808" "Perstorp" 0 7174 2014
"4809" "Piteå" 0 41508 2014
"4810" "Ragunda" 0 5440 2014
"4811" "Robertsfors" 0 6724 2014
"4812" "Ronneby" 1 28221 2014
"4813" "Rättvik" 0 10748 2014
"4814" "Sala" 0 21925 2014
"4815" "Salem" 0 16140 2014
"4816" "Sandviken" 1 37833 2014
"4817" "Sigtuna" 1 44085 2014
"4818" "Simrishamn" 0 18905 2014
"4819" "Sjöbo" 0 18415 2014
"4820" "Skara" 0 18747 2014
"4821" "Skellefteå" 0 72024 2014
"4822" "Skinnskatteberg" 0 4434 2014
"4823" "Skurup" 0 15167 2014
"4824" "Skövde" 0 53134 2014
"4825" "Smedjebacken" 0 10712 2014
"4826" "Sollefteå" 0 19776 2014
"4827" "Sollentuna" 0 69325 2014
"4828" "Solna" 0 74041 2014
"4829" "Sorsele" 0 2565 2014
"4830" "Sotenäs" 0 8931 2014
"4831" "Staffanstorp" 0 22994 2014
"4832" "Stenungsund" 0 25275 2014
"4833" "Stockholm" 9 911989 2014
"4834" "Storfors" 1 4106 2014
"4835" "Storuman" 0 5955 2014
"4836" "Strängnäs" 0 33878 2014
"4837" "Strömstad" 0 12694 2014
"4838" "Strömsund" 0 11873 2014
"4839" "Sundbyberg" 0 44090 2014
"4840" "Sundsvall" 1 97338 2014
"4841" "Sunne" 0 13099 2014
"4842" "Surahammar" 0 9918 2014
"4843" "Svalöv" 0 13460 2014
"4844" "Svedala" 1 20248 2014
"4845" "Svenljunga" 0 10365 2014
"4846" "Säffle" 0 15334 2014
"4847" "Säter" 0 10886 2014
"4848" "Sävsjö" 1 11100 2014
"4849" "Söderhamn" 0 25456 2014
"4850" "Söderköping" 0 14268 2014
"4851" "Södertälje" 1 92235 2014
"4852" "Sölvesborg" 0 16959 2014
"4853" "Tanum" 0 12346 2014
"4854" "Tibro" 0 10864 2014
"4855" "Tidaholm" 0 12617 2014
"4856" "Tierp" 0 20245 2014
"4857" "Timrå" 2 18025 2014
"4858" "Tingsryd" 0 12198 2014
"4859" "Tjörn" 0 15135 2014
"4860" "Tomelilla" 1 13007 2014
"4861" "Torsby" 0 11992 2014
"4862" "Torsås" 0 6925 2014
"4863" "Tranemo" 0 11640 2014
"4864" "Tranås" 0 18416 2014
"4865" "Trelleborg" 0 42973 2014
"4866" "Trollhättan" 0 56929 2014
"4867" "Trosa" 0 11864 2014
"4868" "Tyresö" 0 45390 2014
"4869" "Täby" 0 67334 2014
"4870" "Töreboda" 0 9072 2014
"4871" "Uddevalla" 0 53517 2014
"4872" "Ulricehamn" 0 23244 2014
"4873" "Umeå" 2 119613 2014
"4874" "Upplands-Bro" 0 25287 2014
"4875" "Upplands Väsby" 1 41816 2014
"4876" "Uppsala" 2 207362 2014
"4877" "Uppvidinge" 0 9222 2014
"4878" "Vadstena" 0 7393 2014
"4879" "Vaggeryd" 0 13229 2014
"4880" "Valdemarsvik" 1 7657 2014
"4881" "Vallentuna" 1 31969 2014
"4882" "Vansbro" 0 6694 2014
"4883" "Vara" 1 15597 2014
"4884" "Varberg" 0 60422 2014
"4885" "Vaxholm" 0 11329 2014
"4886" "Vellinge" 0 34110 2014
"4887" "Vetlanda" 0 26647 2014
"4888" "Vilhelmina" 0 6848 2014
"4889" "Vimmerby" 0 15297 2014
"4890" "Vindeln" 1 5383 2014
"4891" "Vingåker" 0 8919 2014
"4892" "Vårgårda" 0 11089 2014
"4893" "Vänersborg" 1 37890 2014
"4894" "Vännäs" 0 8616 2014
"4895" "Värmdö" 0 40541 2014
"4896" "Värnamo" 1 33334 2014
"4897" "Västervik" 0 35920 2014
"4898" "Västerås" 3 143702 2014
"4899" "Växjö" 3 86970 2014
"4900" "Ydre" 0 3660 2014
"4901" "Ystad" 0 28771 2014
"4902" "Åmål" 0 12326 2014
"4903" "Ånge" 0 9484 2014
"4904" "Åre" 0 10555 2014
"4905" "Årjäng" 0 9804 2014
"4906" "Åsele" 0 2838 2014
"4907" "Åstorp" 0 15061 2014
"4908" "Åtvidaberg" 0 11472 2014
"4909" "Älmhult" 1 15908 2014
"4910" "Älvdalen" 0 7052 2014
"4911" "Älvkarleby" 0 9169 2014
"4912" "Älvsbyn" 0 8171 2014
"4913" "Ängelholm" 1 40229 2014
"4914" "Öckerö" 1 12645 2014
"4915" "Ödeshög" 0 5240 2014
"4916" "Örebro" 15 142618 2014
"4917" "Örkelljunga" 0 9733 2014
"4918" "Örnsköldsvik" 0 55248 2014
"4919" "Östersund" 0 60495 2014
"4920" "Österåker" 0 41180 2014
"4921" "Östhammar" 0 21374 2014
"4922" "Östra Göinge" 0 13864 2014
"4923" "Överkalix" 0 3409 2014
"4924" "Övertorneå" 0 4711 2014
